location	cabin url	image url	caption	cabin_page_url
Work In Progress	http://dweebazoids.blogspot.com	http://41.media.tumblr.com/tumblr_mcve0ljQT31qzwmsso1_1280.jpg	Work In Progress	http://cabinporn.com/page/66
Geneva, Switzerland	http://cabinporn.com/image/34696128902	http://40.media.tumblr.com/tumblr_mcr8u8pUuD1qzwmsso1_1280.jpg	Rooftop sauna in Geneva, Switzerland built by BUREAU A with artist Jérémie Gindre.	http://cabinporn.com/page/66
Port Lockroy, Antarctica	http://cabinporn.com/image/34644356899	http://41.media.tumblr.com/tumblr_mcgkm7bdJw1qzwmsso1_1280.jpg	Cabin in Port Lockroy, Antarctica.  	http://cabinporn.com/page/67
Christiania, Denmark	http://www.amazon.com/s/?_encoding=UTF8&camp=1789&creative=390957&field-keywords=cabins&linkCode=ur2&tag=zackle-20&url=search-alias%3Daps	http://40.media.tumblr.com/tumblr_mcn2o3IUVc1qzwmsso1_1280.jpg	A salvaged window house in Christiania, Denmark.	http://cabinporn.com/page/67
Rame Head, Cornwall, UK	http://cabinporn.com/image/34575841625	http://41.media.tumblr.com/tumblr_mcd7ddSIeM1qzwmsso1_1280.jpg	St Michael’s Chapel on Rame Head, Cornwall, UK. Submitted by Christine Douglas.	http://cabinporn.com/page/67
My favorite handmade home of all time, found in this book.	http://www.amazon.com/gp/product/0891040013/ref=as_li_ss_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0891040013&linkCode=as2&tag=zackle-20	http://40.media.tumblr.com/tumblr_mcn1rsi5Kk1qzwmsso1_r2_1280.jpg	My favorite handmade home of all time, found in this book.	http://cabinporn.com/page/67
Myrdal, Norway.	http://cabinporn.com/image/34563710157	http://41.media.tumblr.com/tumblr_mcnqr9x7rE1qzwmsso1_1280.jpg	Painted cottages in Myrdal, Norway.	http://cabinporn.com/page/67
Ethiopia	http://cabinporn.com/image/34427353414	http://40.media.tumblr.com/tumblr_mca0ozLqtT1qzwmsso1_1280.jpg	"""Iron shed"" designed by then-17 year old Tanden Launder in Ethiopia. The “iron” in this instance is ironwood."	http://cabinporn.com/page/67
Gallatin National Forest, Montana.	http://cabinporn.com/image/34416625472	http://40.media.tumblr.com/tumblr_mcenga9RVn1qzwmsso1_1280.jpg	Little Bear Cabin in the Gallatin National Forest, Montana.	http://cabinporn.com/page/67
Lake Placid, NY	http://cabinporn.com/image/34369698165	http://40.media.tumblr.com/tumblr_mciiw3KinQ1qzwmsso1_1280.jpg	One room cabin at the Mount Van Hoevenberg B&B in Lake Placid, NY. Submitted by Corey Hendrickson.	http://cabinporn.com/page/67
From our library:	http://www.amazon.com/gp/product/048640613X/ref=as_li_ss_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=048640613X&linkCode=as2&tag=cabinporn-20	http://36.media.tumblr.com/tumblr_mccpk57PIw1qzwmsso1_1280.png	From our library:	http://cabinporn.com/page/67
Talkeetna Mountains, Alaska.	http://cabinporn.com/image/33836799071	http://41.media.tumblr.com/tumblr_mbwjoajLbS1qzwmsso1_1280.jpg	The Snowbird Glacier Hut in the Talkeetna Mountains, Alaska. 	http://cabinporn.com/page/68
Washington State.	http://cabinporn.com/image/33779384565	http://41.media.tumblr.com/tumblr_mc1m8dtZRD1qzwmsso1_1280.jpg	Handbuilt cabin in Washington State.	http://cabinporn.com/page/68
 Mt. Katahdin, Maine.	http://www.flickr.com/photos/srl11806/8089820347	http://40.media.tumblr.com/tumblr_mbxpm6ikx51qe0lqqo1_1280.png	Lakeside cabin near Mt. Katahdin, Maine.	http://cabinporn.com/page/68
E.B. White writing in his boat shed overlooking Allen Cove, 1976.	http://www.amazon.com/gp/product/0072434279/ref=as_li_ss_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0072434279&linkCode=as2&tag=cabinporn-20	http://40.media.tumblr.com/tumblr_mbxyp8w0vp1qzwmsso1_r1_1280.jpg	E.B. White writing in his boat shed overlooking Allen Cove, 1976.	http://cabinporn.com/page/68
On our cabin shelf: 	http://www.amazon.com/gp/product/1584658606/ref=as_li_ss_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1584658606&linkCode=as2&tag=zackle-20	http://36.media.tumblr.com/tumblr_mbxz275Lah1qzwmsso1_1280.jpg	On our cabin shelf: Two classic books about Maine	http://cabinporn.com/page/68
Monhegan Island	http://cabinporn.com/image/33441881091	http://36.media.tumblr.com/tumblr_mbg7zzj6Z11qzwmsso1_1280.jpg	Shingled cottage on Monhegan Island, 12 miles off the coast of Maine. 	http://cabinporn.com/page/68
Juneau, Alaska.	http://cabinporn.com/image/33431875360	http://41.media.tumblr.com/tumblr_mbsduoUH641qzwmsso1_1280.jpg	Cottage on Douglas Island near Juneau, Alaska.	http://cabinporn.com/page/69
Northern Wisconsin 	http://cabinporn.com/image/33376650583	http://40.media.tumblr.com/tumblr_mboq2d0WCd1qzwmsso1_1280.jpg	1920’s Hunting Camp in Northern Wisconsin restored by Patrick McGuire.	http://cabinporn.com/page/69
Futaleufu, Chile. 	http://cabinporn.com/image/33365533434	http://40.media.tumblr.com/tumblr_mbgbisvkwi1qzwmsso1_1280.jpg	Mountain cabin in Futaleufu, Chile. 	http://cabinporn.com/page/69
Hornbæk, Denmark.	http://cabinporn.com/image/33313211705	http://36.media.tumblr.com/tumblr_mbn9hvO9eH1qzwmsso1_1280.jpg	A cabin named ‘Lightning and Thunder’ near Hornbæk, Denmark.	http://cabinporn.com/page/69
Independence, Colorado.	http://cabinporn.com/image/33298647216	http://40.media.tumblr.com/tumblr_mboloy97791qzwmsso1_1280.jpg	Abandoned log cabins in the ghost town of Independence, Colorado.	http://cabinporn.com/page/69
Faroe Islands	http://cabinporn.com/image/33253363243	http://40.media.tumblr.com/tumblr_lsq4b8hDN01qzyxjro1_1280.jpg	Geodesic igloo in Kivik on the Faroe Islands.	http://cabinporn.com/page/69
The Foxfire Book	http://www.amazon.com/gp/product/0385073534/ref=as_li_ss_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0385073534&linkCode=as2&tag=cabinporn-20	http://41.media.tumblr.com/tumblr_mbmvicRyMP1qzwmsso1_1280.jpg	In 1966, Eliot Wigginton began assigning quarterly writing projects to his secondary students in Rabun County, Georgia to document the lives, skills, and stories of Southern Appalachia.  In 1972, their work was published as The Foxfire Book, an immediate classic that would eventually expand to 12 volumes.	http://cabinporn.com/page/69
Cascades of Washington State.	http://cabinporn.com/image/33008678371	http://36.media.tumblr.com/tumblr_mbh9shOcPx1qzwmsso1_1280.jpg	Mt. Baker Ski Patrol Cabin in the Cascades of Washington State.	http://cabinporn.com/page/69
Renfrew, British Columbia.	http://cabinporn.com/image/32939841867	http://40.media.tumblr.com/tumblr_mbfdryZDON1qzwmsso1_1280.jpg	Driftwood shelter near Renfrew, British Columbia.	http://cabinporn.com/page/69
Kapisillit, Southern Greenland.	http://cabinporn.com/image/32800394456	http://41.media.tumblr.com/tumblr_mbbbtnZM1c1qzwmsso1_1280.jpg	Cabin on a fjord in Kapisillit, Southern Greenland.	http://cabinporn.com/page/70
Piute Mountains, California	http://cabinporn.com/image/32423303695	http://40.media.tumblr.com/tumblr_mb10kr3kek1qzwmsso1_1280.jpg	A-frame cabin up in the Piute Mountains, California. Photo by Aaron Chervenak. 	http://cabinporn.com/page/70
Kamchatka, Russia	http://cabinporn.com/image/32308604995	http://41.media.tumblr.com/tumblr_maxsxb9i4F1qzwmsso1_1280.jpg	Helicopter-accessible cabin in Kamchatka, Russia. Submitted by Foster Huntington.	http://cabinporn.com/page/70
,	http://www.amazon.com/gp/product/0756654505/ref=as_li_ss_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0756654505&linkCode=as2&tag=cabinporn-20	http://40.media.tumblr.com/tumblr_mauzli2yn61qzwmsso1_r1_1280.jpg	John Seymour was an advocate for self-reliance, conviviality, and smallhold farming. Filled with his wife’s illustrations, John produced The Self-Sufficient Life, a seminal guide to efficient, human-scale agriculture and homesteading, including urban plots and one-acre backyard concepts.	http://cabinporn.com/page/70
Quintay, Chile.	http://cabinporn.com/image/32192579335	http://36.media.tumblr.com/tumblr_marymmJiTz1qzwmsso1_1280.jpg	Seaside cabin in Quintay, Chile.	http://cabinporn.com/page/70
Whittier, AK.	http://cabinporn.com/image/32047015001	http://40.media.tumblr.com/tumblr_manrktaYMS1qzwmsso1_1280.jpg	Remote National Forest Service A-frame outside Whittier, AK.	http://cabinporn.com/page/71
Highland, NY	http://cabinporn.com/image/31997112778	http://36.media.tumblr.com/tumblr_mapspwzk8e1qzwmsso1_1280.jpg	Barn on Liberty View Farm in Highland, NY.	http://cabinporn.com/page/71
Silk Road, China	http://cabinporn.com/image/31927945212	http://40.media.tumblr.com/tumblr_maloy0KaeJ1qe0lqqo1_1280.png	Yurt along the Silk Road, China.	http://cabinporn.com/page/71
Echo Lake, California	http://cabinporn.com/image/31925784490	http://36.media.tumblr.com/tumblr_manlq0cSVZ1qzwmsso1_1280.jpg	Century-old log cabin on Echo Lake, California.	http://cabinporn.com/page/71
Iceland	http://cabinporn.com/image/31856801562	http://40.media.tumblr.com/tumblr_makhqbk9tG1qzwmsso1_1280.jpg	Barn in Iceland. Submitted by Raya Stefanova.	http://cabinporn.com/page/71
Abisko National Park, Sweden	http://cabinporn.com/image/31795369579	http://36.media.tumblr.com/tumblr_mahl6n7frB1qzwmsso1_1280.jpg	Earthen shelter in Abisko National Park, Sweden. 	http://cabinporn.com/page/71
Hamilton, Montana.	http://cabinporn.com/image/31402625339	http://41.media.tumblr.com/tumblr_ma7kbkN0lW1qzwmsso1_1280.jpg	Fire lookout near Hamilton, Montana. 	http://cabinporn.com/page/71
Victoria, Australia.	http://cabinporn.com/image/31347044188	http://41.media.tumblr.com/tumblr_ma5k79L4we1qzwmsso1_1280.jpg	Rohan’s completed log smokehouse in Victoria, Australia.	http://cabinporn.com/page/71
Vinalhaven, Maine	http://cabinporn.com/image/31336533577	http://40.media.tumblr.com/tumblr_ma6v6fQl831qzwmsso1_1280.jpg	Hand-built floating cabin in Perry Creek, on the island of Vinalhaven, Maine.	http://cabinporn.com/page/72
Northern Ontario.	http://cabinporn.com/image/31135614323	http://40.media.tumblr.com/tumblr_m9sjrdCBZu1qzwmsso1_1280.jpg	Finnish-style cabin in Northern Ontario.	http://cabinporn.com/page/72
Vik, Iceland	http://cabinporn.com/image/31124730383	http://41.media.tumblr.com/tumblr_m9p4w5gNRV1qzwmsso1_1280.jpg	Green cabin near Vik, Iceland. 	http://cabinporn.com/page/72
 Aurlandsdalen, Norway.	http://cabinporn.com/image/31065420890	http://36.media.tumblr.com/tumblr_m9smwu37LT1qzwmsso1_1280.jpg	Almastova timber house in Aurlandsdalen, Norway.	http://cabinporn.com/page/72
Pawling, NY	http://cabinporn.com/image/31058409462	http://40.media.tumblr.com/tumblr_m9zi8ebNO61qzwmsso1_1280.jpg	Camp Llewoh (Howell spelled backwards) built in 1906, overlooks a private lake in Pawling, NY and features gas-powered lighting and refrigeration.	http://cabinporn.com/page/72
Parishville, NY	http://cabinporn.com/image/31057824386	http://40.media.tumblr.com/tumblr_m9y9yiwDmO1qzwmsso1_1280.jpg	Cabin on Sterling Pond in Parishville, NY.	http://cabinporn.com/page/72
Mount Kosciusko National Park, Australia 	http://cabinporn.com/image/30996187750	http://40.media.tumblr.com/tumblr_lzuln2sqsW1qzwmsso1_1280.jpg	O’Brien’s Hut in Mount Kosciusko National Park, Australia built around 1890.	http://cabinporn.com/page/72
River Cottage Mushroom Handbook	http://www.amazon.com/gp/offer-listing/0747589321/?ie=UTF8&camp=1789&condition=all&creative=390957&linkCode=ur2&tag=cabinporn-20	http://41.media.tumblr.com/tumblr_m9wbpaIo4q1qzwmsso1_r1_1280.jpg	We collected nearly twenty species of mushroom this weekend, sorely missed the River Cottage Mushroom Handbook.	http://cabinporn.com/page/73
San Juan Mountains of Colorado	http://cabinporn.com/image/30941421479	http://41.media.tumblr.com/tumblr_m9cqnrxQlD1qzwmsso1_1280.jpg	Cabin in the San Juan Mountains of Colorado.	http://cabinporn.com/page/73
Danville, Vermon	http://cabinporn.com/image/30871700207	http://41.media.tumblr.com/tumblr_m9t763Cd0h1qzwmsso1_1280.jpg	Cabin on Joe’s Pond, Danville, Vermont. Submitted by Lindsay Foehrenbach.	http://cabinporn.com/page/73
northwest Alaska	http://cabinporn.com/image/30810223925	http://41.media.tumblr.com/tumblr_m9s4rmZv1R1qzwmsso1_1280.png	A-frame in northwest Alaska, circa 1983.	http://cabinporn.com/page/73
Borestone Mountain, Maine.	http://cabinporn.com/image/30799901425	http://41.media.tumblr.com/tumblr_m9bmrkCsYT1qzwmsso1_1280.jpg	Caretaker’s cabin on Borestone Mountain, Maine.  	http://cabinporn.com/page/73
DIY’s 	https://diy.org/skills/camper	http://40.media.tumblr.com/tumblr_m9l81mMf1a1qzwmsso1_1280.png	Teach your kids how to be campers by helping them earn DIY’s Camper patch.	http://cabinporn.com/page/73
 Olgi and Altai in Mongolia.	http://cabinporn.com/image/30531108218	http://40.media.tumblr.com/tumblr_m09sppWuz51qe0lqqo1_1280.png	Yurt between the villages of Olgi and Altai in Mongolia.	http://cabinporn.com/page/73
Trysil, Norway	http://cabinporn.com/image/30519474452	http://40.media.tumblr.com/tumblr_m9kh5vXFy91qzwmsso1_1280.jpg	A-Frame in Trysil, Norway. Submitted by Inger Steinnes.	http://cabinporn.com/page/74
Scotch Village, Nova Scotia.	http://cabinporn.com/image/30464871342	http://40.media.tumblr.com/tumblr_m9h67zpWFp1qzwmsso1_1280.jpg	Yurt in Scotch Village, Nova Scotia.	http://cabinporn.com/page/74
Punta Del Este, Uruguay	http://cabinporn.com/image/30456694011	http://40.media.tumblr.com/tumblr_m9iwxjkHAD1qzwmsso1_r1_1280.jpg	Casa La Roca in Punta Del Este, Uruguay.	http://cabinporn.com/page/74
Breckenridge, CO	http://cabinporn.com/image/30452700498	http://36.media.tumblr.com/tumblr_m9ftf3ONAY1qzwmsso1_1280.jpg	Antler Cabin in Breckenridge, CO. Submitted by Lacey Bediz.	http://cabinporn.com/page/74
Claraville, California	http://cabinporn.com/image/30389283962	http://40.media.tumblr.com/tumblr_m9h217NHfE1qzwmsso1_1280.png	A-frame in Claraville, California near Sequoia National Forest.	http://cabinporn.com/page/74
Back to Basics	http://www.amazon.com/gp/offer-listing/0895770865/?ie=UTF8&camp=1789&colid=&coliid=&condition=used&creative=390957&linkCode=ur2&me=&qid=&qid=&seller=&sr=&sr=&tag=cabinporn-20	http://36.media.tumblr.com/tumblr_m9gy2afxgv1qzwmsso1_1280.jpg	Back to Basics, originally edited by Reader’s Digest, is the best primer for anyone who desires to buy , build or restore their first rural home. The book outlines how to search for land, how to inspect old homes (especially farm houses), and demonstrates the know-how necessary to maintain a rustic lifestyle.	http://cabinporn.com/page/74
Brittany, France	http://cabinporn.com/image/30357059303	http://36.media.tumblr.com/tumblr_m9fktoQmCz1qzwmsso1_1280.jpg	A “penty” in Brittany, France. Submitted by J.B Celard.	http://cabinporn.com/page/74
Tjärnskogen, Bohuslän, Sweden	http://cabinporn.com/image/30316779714	http://40.media.tumblr.com/tumblr_m9brnihbCw1qzwmsso1_1280.jpg	Hand-built house in Tjärnskogen, Bohuslän, Sweden. Submitted by builder Moa Sandblad.	http://cabinporn.com/page/74
Olympic National Park, Washington	http://cabinporn.com/image/30032362255	http://40.media.tumblr.com/tumblr_m95z378DgB1qzwmsso1_1280.jpg	Enchanted Valley Chalet in Olympic National Park, Washington.	http://cabinporn.com/page/74
Central California.	http://www.patagonia.com/us/ambassadors/surfing/dan-malloy/71244?assetid=1896	http://40.media.tumblr.com/tumblr_m6m91np9Q41rzk7gpo1_1280.jpg	Dan Malloy’s surf shed in Central California.  	http://cabinporn.com/page/74
Central California.	http://www.amazon.com/gp/product/B004PGMHJW/ref=as_li_ss_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=B004PGMHJW&linkCode=as2&tag=cabinporn-20	http://40.media.tumblr.com/tumblr_m93uga2dJq1qzwmsso1_1280.jpg	From CP fan Jim Collins:	http://cabinporn.com/page/75
Palo Duro Canyon near Canyon, TX	http://cabinporn.com/image/29911400412	http://41.media.tumblr.com/tumblr_m945hvBQyT1qzwmsso1_1280.jpg	Family cabin on the edge of Palo Duro Canyon near Canyon, TX. Photograph by Casey Dunn.	http://cabinporn.com/page/75
Elk Bend, Idaho	http://cabinporn.com/image/29904334259	http://40.media.tumblr.com/tumblr_m46t05Wuau1qzwmsso1_1280.jpg	Abandoned shelter outside of Elk Bend, Idaho. Submitted and photographed by Cameron Harris.	http://cabinporn.com/page/75
Tärnasjö Lake, Laponia, Sweden	http://cabinporn.com/image/29659884708	http://41.media.tumblr.com/tumblr_m8w9rlwxZH1qzwmsso1_1280.jpg	Cabin near Tärnasjö Lake, Laponia, Sweden. Submitted by Markus Hjärne.	http://cabinporn.com/page/75
South Australia	http://inkstermaken.tumblr.com/  	http://40.media.tumblr.com/tumblr_m8vrmwUZMp1qzwmsso1_1280.jpg	Hut built over 5 years with salvaged materials, overlooking Lake Bonney in the southeast of South Australia. Submitted by Hugh Altschwager.	http://cabinporn.com/page/75
Calbuco Volcano in Patagonia	http://hachaenmano.tumblr.com/	http://41.media.tumblr.com/tumblr_m8tgpqqRHv1qzwmsso1_1280.jpg	Backpacker hut built by the Chilean government near Calbuco Volcano in Patagonia. Submitted by Miguel Angel Frias.	http://cabinporn.com/page/75
Kenya	http://cabinporn.com/image/29455051206	http://40.media.tumblr.com/tumblr_m8rlebLQQX1qzwmsso1_1280.jpg	Shack in Kenya. Submitted by Ryan Scanlon.	http://cabinporn.com/page/75
Deschutes National Forest, Oregon	http://cabinporn.com/image/29126767861	http://40.media.tumblr.com/tumblr_m8ibzyhz211qzwmsso1_1280.jpg	Cabin atop Black Butte Lookout in Deschutes National Forest, Oregon.  	http://cabinporn.com/page/75
Deschutes National Forest, Oregon	http://cabinporn.com/image/29062305417	http://36.media.tumblr.com/tumblr_m8hn8kpYGs1qzwmsso1_1280.jpg	From Paul Cutting:	http://cabinporn.com/page/75
Mudgee, Australia	http://openbuildings.com/buildings/permanent-camping-profile-3536	http://36.media.tumblr.com/tumblr_m89jgdcYfT1qzwmsso1_1280.jpg	'Permanent Camping' in Mudgee, Australia by Casey Brown Architects. Submitted by Callum Flack.	http://cabinporn.com/page/75
Lysekil, Sweden	http://cabinporn.com/image/28914390076	http://41.media.tumblr.com/tumblr_m8e6ayOvvi1qzwmsso1_1280.jpg	Lookout near Lysekil, Sweden. 	http://cabinporn.com/page/76
Schneealm, Austria	http://cabinporn.com/image/28910677888	http://41.media.tumblr.com/tumblr_m8dzqdeECz1qzwmsso1_1280.jpg	Cabin in Schneealm, Austria. Submitted by Robert Najar.	http://cabinporn.com/page/76
Mallorca, Spain	http://cabinporn.com/image/28846647445	http://41.media.tumblr.com/tumblr_m88uonrL9M1qzwmsso1_1280.jpg	Abandoned cabin in forest near Mallorca, Spain. Submitted by Annette. 	http://cabinporn.com/page/76
Patagonia	http://cabinporn.com/image/28837717854	http://41.media.tumblr.com/tumblr_m89bb86KEY1qzwmsso1_1280.jpg	Tronador Hut in Patagonia. Submitted by Julius C. Barsi.	http://cabinporn.com/page/76
Bingham, Maine.	http://cabinporn.com/image/28635383718	http://41.media.tumblr.com/tumblr_m808yhHSsa1qzwmsso1_1280.jpg	Converted pool shed in  Bingham, Maine.	http://cabinporn.com/page/76
Lloyd Kahn’s books	http://www.amazon.com/mn/search/?_encoding=UTF8&camp=1789&field-keywords=Lloyd%20Kahn&linkCode=ur2&tag=zackle-20	http://40.media.tumblr.com/tumblr_m85cb1Fvym1qzwmsso1_1280.jpg	Lloyd Kahn’s books of homemade houses are an inspiration for us. If you’re unfamiliar with Lloyd, give his blog a look or pick up a copy of his seminal book Shelter.	http://cabinporn.com/page/76
ainte-Rose du Nord, Québec. Canada	http://cabinporn.com/image/28554744599	http://40.media.tumblr.com/tumblr_m840p5S0IR1qzwmsso1_1280.jpg	A-Frame in Sainte-Rose du Nord, Québec. Canada. Submitted by Francois.	http://cabinporn.com/page/76
Penobscot River in Maine	http://cabinporn.com/image/28495231064	http://36.media.tumblr.com/tumblr_m826luoOYr1qzwmsso1_1280.jpg	A-Frame on the west branch of the Penobscot River in Maine. Photo by Becca Austin. 	http://cabinporn.com/page/76
Hood River, Oregon	http://cabinporn.com/image/28412247825	http://41.media.tumblr.com/tumblr_m812pa7FF31qzwmsso1_1280.jpg	Treehouse near Hood River, Oregon. Submitted by Dave Waag.	http://cabinporn.com/page/76
DIY	https://diy.org/skills/fortbuilder	http://40.media.tumblr.com/tumblr_m7zsijxMhW1qzwmsso1_1280.png	DIY is an online for community for young makers.	http://cabinporn.com/page/76
Central Minnesota	http://cabinporn.com/image/28350422099	http://40.media.tumblr.com/tumblr_m7uh11aELv1qzwmsso1_1280.jpg	1960’s A-frame cabin on Agate Lake in Central Minnesota. Submitted by J. Scott Webster	http://cabinporn.com/page/77
Belgrade, Serbia	http://www.amazon.com/gp/product/1430302704/ref=as_li_ss_tl?ie=UTF8&tag=zackle-20&linkCode=as2&camp=1789&creative=390957&creativeASIN=1430302704	http://41.media.tumblr.com/tumblr_m7w2gwszq61qzwmsso1_1280.jpg	Romani cabins near Belgrade, Serbia on a bank of the Danube. Submitted by Branislav Jovancevic.	http://cabinporn.com/page/77
Santa Fe, New Mexico	http://cabinporn.com/image/28267764522	http://41.media.tumblr.com/tumblr_m7wdl6BqDE1qzwmsso1_1280.jpg	Former dwelling in Santa Fe, New Mexico. Submitted by Sage M. McKee.	http://cabinporn.com/page/77
Barnard, VT	http://cabinporn.com/image/28148088025	http://40.media.tumblr.com/tumblr_m7oldi42XV1qzwmsso1_1280.jpg	Log cabin in Barnard, VT.	http://cabinporn.com/page/77
Cabot Cabin, New Hampshire	http://cabinporn.com/image/28137650633	http://41.media.tumblr.com/tumblr_m7ty55TPRq1qzwmsso1_1280.jpg	Cabot Cabin, New Hampshire. Just south of the summit at 4,170 feet. Submitted by Brian Schuster.	http://cabinporn.com/page/77
Bogus Lake, Minnesota	http://cabinporn.com/image/28137190638	http://40.media.tumblr.com/tumblr_m7ty4xaB2n1qzwmsso1_1280.jpg	Headquarters for the second Cabin-Time Art Camp on Bogus Lake, Minnesota.	http://cabinporn.com/page/77
Cape Cod, Massachusetts	http://cabinporn.com/image/28134717844	http://36.media.tumblr.com/tumblr_m7o6jkOSDu1qlt1w5o1_1280.jpg	Surf shack on Cape Cod, Massachusetts. 	http://cabinporn.com/page/77
Farellones, Chile	http://cabinporn.com/image/28090808148	http://40.media.tumblr.com/tumblr_m7s9f3dTBQ1qzwmsso1_1280.jpg	Glass lodge in Farellones, Chile. Submitted by Pablo Garreton.	http://cabinporn.com/page/77
Røros, Norway	http://cabinporn.com/image/28080531167	http://40.media.tumblr.com/tumblr_m7sd0l12vv1qzwmsso1_1280.jpg	Sauna in Røros, Norway. Submitted by Vegar Moen.	http://cabinporn.com/page/77
Røros, Norway	http://www.trekearth.com/gallery/Europe/Denmark/Other/Faroe_Islands/Streymoy_Island/photo172513.htm	http://40.media.tumblr.com/tumblr_m7kfem1RDX1qzb6g8o1_1280.jpg	leastofthese:	http://cabinporn.com/page/77
Mill Valley, CA	http://www.amazon.com/gp/product/1568984103/ref=as_li_ss_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=1568984103&linkCode=as2&tag=zackle-20	http://41.media.tumblr.com/tumblr_m7qej3H5JW1qzwmsso1_1280.jpg	John Campbell’s “Leisure House” in Mill Valley, CA. 1953.	http://cabinporn.com/page/78
 Pond Mountain, NC. 	http://cabinporn.com/image/27997570395	http://41.media.tumblr.com/tumblr_m7hk6iCtaK1qzwmsso1_1280.jpg	Cabin in Pond Mountain, NC. Submitted by Kevin.	http://cabinporn.com/page/78
Buckfield, Maine	http://cabinporn.com/image/27983055628	http://41.media.tumblr.com/tumblr_m7h276wo531qzwmsso1_1280.jpg	Former icehouse in Buckfield, Maine. Submitted by Daniel Werwath.	http://cabinporn.com/page/78
British Columbia, Canada	http://cabinporn.com/image/27981798101	http://40.media.tumblr.com/tumblr_m7i1moqii61qzwmsso1_1280.jpg	Ship cabin on the coast of British Columbia, Canada. Submitter Mark McInnis says,	http://cabinporn.com/page/78
Ærø, Denmark	http://cabinporn.com/image/27648168836	http://40.media.tumblr.com/tumblr_m7h3hcCEn81qzwmsso1_1280.jpg	Island cabin in Ærø, Denmark. Submitted by Anine Skjøt Møller.	http://cabinporn.com/page/78
Northland, New Zealand	http://cabinporn.com/image/27629532749	http://41.media.tumblr.com/tumblr_m7eqdf7jAP1qzwmsso1_1280.jpg	A “bach” on the edge of Hokianga Harbour in Northland, New Zealand.  	http://cabinporn.com/page/78
Gironde Estuary in Southwest Franc	http://cabinporn.com/image/27593354239	http://40.media.tumblr.com/tumblr_m7d98yYN7M1qzwmsso1_1280.jpg	Cabane à pêche or carrelet are fishing cabins on the Gironde Estuary in Southwest France. Families fish there and barbecue on the shore. This is a common tradition people living in Medoc. Submitted by Catherine Jullien.	http://cabinporn.com/page/78
Dawson City, Yukon	http://cabinporn.com/image/27496690055	http://40.media.tumblr.com/tumblr_m7ddmjmhx31qzwmsso1_1280.jpg	Spruce log and sod roof cabin of author Robert Service in Dawson City, Yukon. Built in 1897. Submitted by Tom Fowlks.	http://cabinporn.com/page/78
Fixer Upper!	http://cabinporn.com/image/27492693217	http://40.media.tumblr.com/tumblr_m7bs6z3sCP1qzwmsso1_1280.jpg	Fixer Upper!	http://cabinporn.com/page/78
Anacortes, Washington	http://www.flickr.com/photos/mounteerie/7459472038/in/photostream	http://41.media.tumblr.com/tumblr_m7cz8xfRBG1qzwmsso1_1280.jpg	Phil Elverum from the bands The Microphones and Mount Eerie lived here for a year in Anacortes, Washington. Phil’s description:	http://cabinporn.com/page/78
Långfjället, Sweden	http://cabinporn.com/image/27408936060	http://36.media.tumblr.com/tumblr_m79gmw5jhu1qzwmsso1_1280.jpg	Cabin in Långfjället, Sweden.	http://cabinporn.com/page/79
Stockholm, Sweden	http://cabinporn.com/image/27134140025	http://41.media.tumblr.com/tumblr_m6zrmqFtCh1qzwmsso1_1280.jpg	Summer cabin north of Stockholm, Sweden.	http://cabinporn.com/page/79
 American Canopy by Eric Rutkow	http://www.amazon.com/gp/product/1439193541/ref=as_li_ss_tl?ie=UTF8&tag=zackle-20&linkCode=as2&camp=1789&creative=390957&creativeASIN=1439193541	http://41.media.tumblr.com/tumblr_m6y9yuPaev1qzwmsso1_1280.jpg	Added to my cabin bookshelf: American Canopy by Eric Rutkow. It’s a history of the United States via the trees we harvested to build it.	http://cabinporn.com/page/79
Kebnekaise, Sweden.	http://cabinporn.com/image/26840760028	http://40.media.tumblr.com/tumblr_m6w603qd3Q1qzwmsso1_1280.jpg	Lisa’s Cabin at near Kebnekaise, Sweden. Shared by Friedolin Turowski.	http://cabinporn.com/page/79
 Taranaki, New Zealand	http://cabinporn.com/image/26760932714	http://40.media.tumblr.com/tumblr_m6u04l5PSk1qzwmsso1_1280.jpg	Hut made of recycled stuff near Taranaki, New Zealand. Submitted by Claudia Schumann.	http://cabinporn.com/page/79
Nora, Sweden	http://cabinporn.com/image/26447404489	http://41.media.tumblr.com/tumblr_m6ls7kltcx1qzwmsso1_1280.jpg	Cottage on an island near Nora, Sweden. Submitted by Jonas Loiske.	http://cabinporn.com/page/79
California	http://cabinporn.com/image/26435139002	http://40.media.tumblr.com/tumblr_m6lmdfD9ig1qzwmsso1_1280.png	Sawmill scrap cabin in California.	http://cabinporn.com/page/79
Tripple Falls, Oregon	http://cabinporn.com/image/26418306639	http://40.media.tumblr.com/tumblr_m6l7qcvwzL1qzwmsso1_1280.jpg	A-frame in Tripple Falls, Oregon.	http://cabinporn.com/page/79
